ewma_01,ewma_005,ewma_001,price,buy_signal,price_diff,timestamp
2522.927,2522.7135,2522.5427,2526.77,0,-0.0024378950201244492,1623192180
2526.471,2526.6204999999995,2526.7401,2523.78,0,-0.001256052429292598,1623192240
2523.986,2523.883,2523.8006000000005,2525.84,0,-0.002070598296012423,1623192300
2526.2030000000004,2526.0215000000003,2525.8763,2529.47,0,-0.001996465662767191,1623192360
2529.1549999999997,2529.3124999999995,2529.4384999999997,2526.32,0,-0.0007520820798632362,1623192420
2525.944,2526.132,2526.2824000000005,2522.56,0,-0.0026679246479766657,1623192480
2522.056,2522.308,2522.5096,2517.52,0,-0.0006712955607105622,1623192540
2517.934,2517.727,2517.5614,2521.66,0,-0.002311969099719997,1623192600
2521.2380000000003,2521.4489999999996,2521.6177999999995,2517.44,0,0.00006355662895634234,1623192660
2517.295,2517.3675,2517.4255000000003,2515.99,0,0.0006399071538440643,1623192720
2516.005,2515.9974999999995,2515.9914999999996,2516.14,0,-0.0023369128903795713,1623192780
2516.2909999999997,2516.2155,2516.1551,2517.65,0,-0.0029352769447698736,1623192840
2517.947,2517.7985,2517.6797,2520.62,0,-0.004110099896057189,1623192900
2520.729,2520.6745,2520.6308999999997,2521.71,0,-0.0025419259153510333,1623192960
2522.0350000000003,2521.8725,2521.7425000000003,2524.96,0,-0.003825803181040434,1623193020
2525.066,2525.013,2524.9706,2526.02,0,-0.006694325460605955,1623193080
2525.688,2525.8540000000003,2525.9867999999997,2522.7,0,-0.005387085265786535,1623193140
2523.06,2522.8799999999997,2522.736,2526.3,0,-0.006804417527609569,1623193200
2526.452,2526.376,2526.3152000000005,2527.82,0,-0.0026940209350349094,1623193260
2528.201,2528.0105000000003,2527.8581,2531.63,0,-0.004194925798793619,1623193320
2532.3630000000003,2531.9964999999997,2531.7033,2538.96,0,-0.007069823864889489,1623193380
2538.3640000000005,2538.662,2538.9004,2533,0,-0.012795104619028762,1623193440
2533.3100000000004,2533.1549999999997,2533.031,2536.1,0,-0.014001813808603669,1623193500
2536.2019999999998,2536.151,2536.1102,2537.12,0,-0.01439821529923683,1623193560
2536.773,2536.9464999999996,2537.0852999999997,2533.65,0,-0.015388865865451122,1623193620
2533.1900000000005,2533.42,2533.6040000000003,2529.05,0,-0.013597991340622102,1623193680
2529.3110000000006,2529.1805,2529.0761,2531.66,0,-0.012718927502113167,1623193740
2532.3010000000004,2531.9804999999997,2531.7241,2538.07,0,-0.015212346389185533,1623193800
2537.7640000000006,2537.9170000000004,2538.0394,2535.01,0,-0.01402361331907968,1623193860
2534.9670000000006,2534.9885,2535.0057,2534.58,0,-0.01389579338588634,1623193920
2534.643,2534.6114999999995,2534.5863,2535.21,0,-0.0141408404037535,1623193980
2534.789,2534.9995,2535.1679,2531,0,-0.01322797313314896,1623194040
2530.388,2530.694,2530.9388,2524.88,0,-0.010836158550109363,1623194100
2524.773,2524.8265,2524.8693000000003,2523.81,0,-0.010416790487398008,1623194160
2523.679,2523.7445,2523.7969,2522.5,0,-0.012499504459861328,1623194220
2522.874,2522.687,2522.5374,2526.24,0,-0.013961460510481975,1623194280
2525.927,2526.0834999999997,2526.2086999999997,2523.11,0,-0.019836630190518914,1623194340
2523.252,2523.181,2523.1242,2524.53,0,-0.02038795340122726,1623194400
2524.9030000000002,2524.7165,2524.5673,2528.26,0,-0.021833197535063745,1623194460
2528.353,2528.3065,2528.2693000000004,2529.19,0,-0.023003412159624162,1623194520
2529.253,2529.2215,2529.1963,2529.82,0,-0.023246713204892026,1623194580
2529.3990000000003,2529.6095,2529.7779,2525.61,0,-0.02161853967952293,1623194640
2525.527,2525.5685,2525.6017,2524.78,0,-0.018159998098844398,1623194700
2524.123,2524.4515,2524.7143,2518.21,0,-0.015598381389955642,1623194760
2517.974,2518.092,2518.1864,2515.85,0,-0.014674960748852306,1623194820
2516.105,2515.9775,2515.8755,2518.4,0,-0.018420425667090165,1623194880
2518.639,2518.5195,2518.4239,2520.79,0,-0.0193510764482562,1623194940
2520.6130000000003,2520.7014999999997,2520.7723,2519.02,0,-0.015331359020571448,1623195000
2518.679,2518.8495,2518.9859,2515.61,0,-0.013996605197149015,1623195060
2515.101,2515.3554999999997,2515.5591,2510.52,0,-0.011997514459155829,1623195120
2510.9159999999997,2510.718,2510.5596,2514.48,0,-0.01176784066685762,1623195180
2514.558,2514.519,2514.4878,2515.26,0,-0.012074298482065609,1623195240
2515.5430000000006,2515.4015000000004,2515.2883,2518.09,0,-0.013283877859806548,1623195300
2518.2920000000004,2518.1910000000003,2518.1102000000005,2520.11,0,-0.014074782449972522,1623195360
2520.2380000000003,2520.174,2520.1228,2521.39,0,-0.014575293786363871,1623195420
2521.6699999999996,2521.5299999999997,2521.4179999999997,2524.19,0,-0.01814047278532914,1623195480
2523.951,2524.0705000000003,2524.1661,2521.8,0,-0.017209929415496903,1623195540
2522.07,2521.935,2521.827,2524.5,0,-0.01928698752228166,1623195600
2524.8610000000003,2524.6805,2524.5361000000003,2528.11,0,-0.020687390975867418,1623195660
2527.996,2528.053,2528.0986,2526.97,0,-0.020245590568942196,1623195720
2526.705,2526.8374999999996,2526.9435,2524.32,0,-0.017569087912784578,1623195780
2523.9490000000005,2524.1345,2524.2829,2520.61,0,-0.01612308131761769,1623195840
2521.117,2520.8635,2520.6607000000004,2525.68,0,-0.01809809635424917,1623195900
2525.554,2525.6169999999997,2525.6674,2524.42,0,-0.023470737832848733,1623195960
2523.882,2524.151,2524.3662,2519.04,0,-0.021385130843495893,1623196020
2518.866,2518.9529999999995,2519.0226000000002,2517.3,0,-0.02070869582489179,1623196080
2517.1530000000002,2517.2264999999998,2517.2853,2515.83,0,-0.0224418979024815,1623196140
2515.381,2515.6054999999997,2515.7851,2511.34,0,-0.020694131419879528,1623196200
2511.9660000000003,2511.6530000000002,2511.4026,2517.6,0,-0.021063711471242353,1623196260
2517.023,2517.3115,2517.5423,2511.83,0,-0.018814967573442375,1623196320
2511.755,2511.7925,2511.8224999999998,2511.08,0,-0.0185219108909313,1623196380
2510.998,2511.0389999999998,2511.0718,2510.26,0,-0.015540222925115412,1623196440
2510.6300000000006,2510.445,2510.297,2513.96,0,-0.016989132683097596,1623196500
2514.0940000000005,2514.0269999999996,2513.9734,2515.3,0,-0.021440782411640873,1623196560
2515.5580000000004,2515.429,2515.3258,2517.88,0,-0.022443484200994575,1623196620
2517.672,2517.776,2517.8592,2515.8,0,-0.02163526512441382,1623196680
2515.1310000000003,2515.4655000000002,2515.7331000000004,2509.11,0,-0.02147773513317484,1623196740
2509.9300000000003,2509.52,2509.192,2517.31,0,-0.02466521803035786,1623196800
2517.844,2517.577,2517.3634,2522.65,0,-0.029576041067924653,1623196860
2522.4860000000003,2522.5679999999998,2522.6335999999997,2521.01,0,-0.02894474833499282,1623196920
